ID_Produto,Categoria_Produto,Preco_Base,Nome_Produto
75,Alimentos,284.77948103578933,Feijão
76,Móveis,71.3365398905974,Guarda-roupa
77,Móveis,463.7530927190329,Cadeira
78,Móveis,119.38229624796442,Sofá
79,Esportes,178.41780638773176,Raquete de tênis
80,Casa e Jardim,400.1892452910711,Tapete
81,Roupas,383.2168244904944,Calça
82,Beleza,373.9042364908236,Creme hidratante
83,Livros,494.1824584350268,Romance
84,Eletrônicos,477.7336544893574,TV
85,Roupas,94.30947941750615,Sapato
86,Brinquedos,380.68230088561694,Bola
87,Alimentos,321.4586776278369,Arroz
88,Casa e Jardim,143.3540206530613,Tapete
89,Ferramentas,19.95865765709736,Furadeira
90,Ferramentas,180.52284339985488,Martelo
91,Esportes,252.44839500276063,Tênis de corrida
92,Esportes,175.02691167834516,Tênis de corrida
93,Roupas,76.76257174966986,Calça
94,Móveis,157.02787468897114,Cama
95,Roupas,468.8856751063197,Camiseta
96,Brinquedos,175.60661364863816,Bicicleta
97,Brinquedos,226.7943457735728,Jogo de tabuleiro
98,Eletrônicos,320.6707615999278,Fone de ouvido
99,Móveis,350.1921688037974,Mesa
100,Beleza,233.82921087457925,Perfume
101,Casa e Jardim,124.8188982475078,Vaso de planta
102,Ferramentas,160.08861346674786,Furadeira
103,Casa e Jardim,372.9363690484228,Jogo de ferramentas
104,Esportes,422.5951779087743,Raquete de tênis
105,Brinquedos,352.0788393076877,Bola
106,Móveis,109.49603613286568,Cama
107,Beleza,470.1924694697355,Maquiagem
108,Brinquedos,106.95964639322506,Boneca
109,Roupas,453.1849395929354,Sapato
110,Móveis,291.7303519500999,Mesa
111,Ferramentas,218.5085487015537,Serra
112,Esportes,251.7151582540541,Tênis de corrida
113,Roupas,420.249212060893,Vestido
114,Beleza,11.283173179671676,Perfume
115,Móveis,353.3082159536613,Guarda-roupa
116,Brinquedos,423.407929183375,Bicicleta
117,Brinquedos,160.21131717613548,Carrinho
118,Livros,424.4900144575363,História
119,Brinquedos,232.25629169299572,Bicicleta
120,Casa e Jardim,337.4138795983108,Lâmpada
121,Alimentos,377.4419274312388,Frango
122,Roupas,98.47603913910848,Sapato
123,Móveis,399.832812767055,Sofá
124,Esportes,132.43193983924832,Tênis de corrida
125,Roupas,276.5220229212044,Vestido
126,Esportes,280.07716987644284,Raquete de tênis
127,Casa e Jardim,464.9775972887173,Lâmpada
128,Alimentos,392.616531430444,Feijão
129,Livros,209.343669384132,Infantil
130,Beleza,279.6897527496788,Condicionador
131,Alimentos,124.48230350253586,Arroz
132,Livros,14.400534432661368,Biografia
133,Roupas,208.3311490157215,Calça
134,Ferramentas,150.98910186936615,Martelo
135,Beleza,109.05654526626508,Condicionador
136,Livros,42.21671096871097,Biografia
137,Brinquedos,390.53804410939705,Boneca
138,Roupas,18.268381487326003,Sapato
139,Livros,201.5648082969073,História
140,Alimentos,330.28766000635,Carne
141,Móveis,17.758265507210034,Cama
142,Livros,142.5311590796215,Infantil
143,Ferramentas,256.81942311168075,Serra
144,Beleza,293.7278398750018,Condicionador
145,Ferramentas,28.33717890139509,Martelo
146,Esportes,240.1553790773642,Bola de futebol
147,Alimentos,355.95381295347585,Macarrão
148,Esportes,147.78763856809277,Skate
149,Livros,233.2226255768169,Ficção Científica
150,Esportes,279.32031136088966,Raquete de tênis
151,Casa e Jardim,213.98592365569348,Vaso de planta
152,Eletrônicos,312.32999944660435,Fone de ouvido
153,Alimentos,247.51933798081416,Feijão
154,Casa e Jardim,190.1102618064765,Tapete
155,Livros,145.9529612209002,Biografia
156,Alimentos,113.19340892229332,Arroz
157,Ferramentas,438.3532027318725,Martelo
158,Ferramentas,262.5994512365099,Martelo
159,Ferramentas,176.0938526434555,Serra
160,Roupas,22.55585730880693,Camiseta
161,Esportes,93.90469599153164,Raquete de tênis
162,Brinquedos,385.5274291419791,Carrinho
163,Beleza,419.12998993689695,Creme hidratante
164,Beleza,444.4921362415369,Maquiagem
165,Ferramentas,202.7585585916826,Alicate
166,Alimentos,473.6468032665449,Feijão
167,Móveis,71.64416065822888,Sofá
168,Brinquedos,467.8697418084337,Jogo de tabuleiro
169,Livros,14.710477759969772,Infantil
170,Brinquedos,331.31748889236087,Bicicleta
171,Esportes,347.61512808916694,Camisa de time
172,Esportes,230.75182337127364,Raquete de tênis
173,Móveis,425.555893243724,Guarda-roupa
174,Beleza,115.34091472949542,Perfume
175,Móveis,293.1583521268177,Sofá
176,Esportes,135.2683684794569,Bola de futebol
177,Móveis,415.5758127074224,Cama
178,Eletrônicos,167.31239676519823,Smartphone
179,Móveis,317.69960427859,Cadeira
180,Alimentos,257.0731787723133,Carne
181,Brinquedos,486.6278902612938,Carrinho
182,Livros,145.2820646747996,Ficção Científica
183,Casa e Jardim,385.64179741740605,Cortina
184,Casa e Jardim,308.89565332715523,Cortina
185,Beleza,474.0623431478521,Perfume
186,Livros,176.38374990450504,Ficção Científica
187,Casa e Jardim,172.52860666671688,Cortina
188,Roupas,11.416070990587938,Sapato
189,Beleza,28.110298327680947,Creme hidratante
190,Beleza,165.11482502119128,Shampoo
191,Livros,100.1179278816157,Ficção Científica
192,Esportes,258.33536130636014,Bola de futebol
193,Roupas,451.9829318724052,Vestido
194,Livros,251.29121046399905,Infantil
195,Móveis,25.27761303016098,Cama
196,Casa e Jardim,227.9874883024508,Tapete
197,Ferramentas,379.4599437876356,Chave de fenda
198,Alimentos,128.58419921066485,Carne
199,Alimentos,482.5170424957069,Arroz
200,Esportes,355.2192202102417,Raquete de tênis
201,Eletrônicos,373.4513745628406,TV
202,Roupas,139.5685345029693,Sapato
203,Alimentos,153.09471535858006,Macarrão
204,Ferramentas,95.75905783025652,Furadeira
205,Móveis,435.9946419406886,Cama
206,Esportes,145.537833676243,Tênis de corrida
207,Casa e Jardim,278.52262194307497,Jogo de ferramentas
208,Roupas,183.3264758736268,Vestido
209,Ferramentas,378.2489547961211,Martelo
210,Móveis,193.3737865877491,Mesa
211,Esportes,281.3075101037532,Skate
212,Livros,379.5048350276356,Infantil
213,Brinquedos,325.42700914380333,Bicicleta
214,Roupas,269.50036155553204,Calça
215,Eletrônicos,160.2484531796375,Câmera
216,Livros,378.18284485742737,Biografia
217,Eletrônicos,54.713855696706936,Smartphone
218,Roupas,167.7068499367499,Camiseta
219,Beleza,91.36941870803696,Creme hidratante
220,Livros,15.729057350916024,Ficção Científica
221,Beleza,170.61028276471902,Maquiagem
222,Eletrônicos,485.33894348827295,Fone de ouvido
223,Casa e Jardim,105.90875638040946,Cortina
224,Esportes,249.55014726594305,Bola de futebol
225,Alimentos,13.649290515276018,Frango
226,Brinquedos,46.171149722020125,Bola
227,Alimentos,51.380975519271054,Feijão
228,Eletrônicos,240.81544717595943,Notebook
229,Ferramentas,180.3870437619154,Alicate
230,Livros,15.526797526347458,Infantil
231,Ferramentas,488.80526630693015,Martelo
232,Beleza,27.832793163539048,Perfume
233,Eletrônicos,188.25643222031343,Câmera
234,Brinquedos,197.69796160341224,Jogo de tabuleiro
235,Esportes,331.4365304971722,Skate
236,Brinquedos,92.74843636351422,Bola
237,Esportes,195.36747227473907,Bola de futebol
238,Móveis,154.8408898597565,Mesa
239,Livros,16.910165592336178,História
240,Beleza,391.9076854275018,Creme hidratante
241,Esportes,251.4722958861192,Camisa de time
242,Beleza,168.92503174219812,Condicionador
243,Casa e Jardim,107.0240363599721,Vaso de planta
244,Casa e Jardim,368.58559304530246,Lâmpada
245,Eletrônicos,91.88879052195936,TV
246,Ferramentas,290.515585649199,Chave de fenda
247,Eletrônicos,153.6267363860722,TV
248,Beleza,350.5135770998847,Creme hidratante
249,Brinquedos,416.0348168455217,Bola
250,Ferramentas,179.5051795220911,Martelo
251,Alimentos,331.1898109102183,Feijão
252,Móveis,24.31878297274132,Sofá
253,Roupas,68.49042753899089,Camiseta
254,Roupas,404.0396246304202,Jaqueta
255,Eletrônicos,324.2031245212959,Notebook
256,Livros,427.3499310379144,Romance
257,Casa e Jardim,78.42116777012296,Lâmpada
258,Roupas,174.48269481141054,Sapato
259,Casa e Jardim,413.2902000972786,Vaso de planta
260,Beleza,349.81863017422296,Maquiagem
261,Esportes,283.93831165377827,Camisa de time
262,Ferramentas,485.3419853627325,Chave de fenda
263,Ferramentas,372.7386956111035,Alicate
264,Casa e Jardim,199.3107656487797,Lâmpada
265,Alimentos,428.3379897385517,Frango
266,Ferramentas,198.75550652328897,Martelo
267,Brinquedos,179.08764494403613,Carrinho
268,Brinquedos,330.57707299938806,Carrinho
269,Roupas,306.2336139551256,Camiseta
270,Alimentos,322.4688345734359,Frango
271,Móveis,325.8876400278522,Cama
272,Eletrônicos,80.18265529180364,TV
273,Roupas,481.490305156545,Jaqueta
274,Casa e Jardim,112.94317767765128,Vaso de planta
275,Livros,232.3417359248904,Romance
276,Beleza,13.626856985966764,Shampoo
277,Brinquedos,459.64327981707,Jogo de tabuleiro
278,Esportes,49.03808958515904,Camisa de time
279,Brinquedos,26.17583835281792,Bicicleta
280,Livros,55.08269584724967,Infantil
281,Ferramentas,486.4505245252133,Serra
282,Livros,456.5336576865877,Ficção Científica
283,Roupas,356.0585926628038,Vestido
284,Brinquedos,203.6097419288492,Bola
285,Eletrônicos,290.7725049033298,Fone de ouvido
286,Esportes,28.96472938497371,Bola de futebol
287,Roupas,410.55819562746063,Sapato
288,Móveis,188.67793829031623,Cama
289,Eletrônicos,209.1825862430724,Câmera
290,Brinquedos,216.7940286097444,Bola
291,Casa e Jardim,49.01357046184,Cortina
292,Ferramentas,255.52067938993815,Alicate
293,Eletrônicos,150.11638695467354,TV
294,Alimentos,64.59890083387766,Arroz
295,Beleza,305.1300932610472,Creme hidratante
296,Roupas,407.5861377313798,Vestido
297,Esportes,245.12955557754543,Raquete de tênis
298,Esportes,98.07905748177733,Tênis de corrida
299,Brinquedos,460.3084736405545,Bicicleta
300,Eletrônicos,285.70312242616404,Fone de ouvido
301,Livros,305.2698868469189,Biografia
302,Roupas,243.07933255872555,Jaqueta
303,Ferramentas,88.97381457097356,Chave de fenda
304,Beleza,192.05251457061965,Shampoo
305,Roupas,158.2378172483547,Jaqueta
306,Livros,434.3047340408616,Biografia
307,Roupas,18.155237481708053,Jaqueta
308,Roupas,122.26890511738812,Jaqueta
309,Ferramentas,15.526691424753198,Serra
310,Brinquedos,179.3706195777746,Carrinho
311,Brinquedos,191.76133812957204,Boneca
312,Livros,422.16949934037865,Infantil
313,Casa e Jardim,357.0309707298619,Vaso de planta
314,Beleza,309.649341477947,Perfume
315,Casa e Jardim,244.48168673404555,Cortina
316,Alimentos,183.4583688513937,Macarrão
317,Roupas,16.009499396022733,Vestido
318,Esportes,490.82803855870816,Skate
319,Brinquedos,343.19234385109866,Bola
320,Livros,371.3261777831853,Biografia
321,Casa e Jardim,456.9507595792464,Vaso de planta
322,Roupas,353.987000968282,Camiseta
323,Móveis,132.3252326242012,Guarda-roupa
324,Ferramentas,24.63247095923546,Martelo
325,Casa e Jardim,128.72650082205973,Cortina
326,Beleza,455.6500690358355,Condicionador
327,Livros,191.03938312362675,Infantil
328,Móveis,191.5417183547805,Guarda-roupa
329,Alimentos,151.71460203703958,Macarrão
330,Casa e Jardim,464.808705303273,Jogo de ferramentas
331,Livros,205.2303750144816,Ficção Científica
332,Esportes,399.6612543983821,Bola de futebol
333,Beleza,146.5229680253501,Condicionador
334,Casa e Jardim,167.33383309698274,Jogo de ferramentas
335,Livros,418.2582555098004,História
336,Móveis,257.48213934138573,Cadeira
337,Beleza,108.38551964638732,Perfume
338,Esportes,474.67894231180975,Tênis de corrida
339,Livros,108.4900975079568,Romance
340,Brinquedos,356.9576095022613,Jogo de tabuleiro
341,Alimentos,169.91332612548123,Feijão
342,Ferramentas,223.1002864107892,Chave de fenda
343,Beleza,246.861939951796,Maquiagem
344,Móveis,246.5659357271998,Mesa
345,Roupas,310.1351265933993,Calça
346,Livros,206.4740129231431,História
347,Beleza,84.20129675925855,Creme hidratante
348,Eletrônicos,77.16752753194692,Câmera
349,Casa e Jardim,472.5246863641808,Tapete
350,Alimentos,335.2147404382044,Frango
351,Eletrônicos,381.546934203259,Smartphone
352,Casa e Jardim,386.6267661134602,Jogo de ferramentas
353,Casa e Jardim,145.97293716074546,Jogo de ferramentas
354,Eletrônicos,349.5680082745162,Fone de ouvido
355,Beleza,390.8411981534121,Maquiagem
356,Móveis,198.5917817615353,Guarda-roupa
357,Móveis,435.3774041921951,Mesa
358,Beleza,151.7163492216512,Maquiagem
359,Casa e Jardim,27.11542528242516,Lâmpada
360,Livros,379.97476093465,Ficção Científica
361,Ferramentas,63.62187128323557,Martelo
362,Esportes,73.6993825261379,Bola de futebol
363,Roupas,262.5727938611892,Sapato
364,Esportes,225.80163669196693,Skate
365,Brinquedos,17.54974783639691,Bola
366,Livros,402.5895376683503,História
367,Beleza,120.49326642396218,Shampoo
368,Móveis,239.52478965641973,Mesa
369,Móveis,210.550690508703,Cadeira
370,Esportes,91.59802077298151,Tênis de corrida
371,Livros,320.6076275337896,Infantil
372,Alimentos,105.28372183738738,Frango
373,Ferramentas,285.7198310520532,Furadeira
374,Móveis,32.03547748162585,Sofá
375,Roupas,405.4767381529717,Jaqueta
376,Móveis,62.258358972586166,Sofá
377,Eletrônicos,211.9082338030676,Fone de ouvido
378,Alimentos,346.3282749103747,Feijão
379,Eletrônicos,44.8276460742117,Notebook
380,Ferramentas,402.4792134835521,Serra
381,Esportes,497.7118619941358,Camisa de time
382,Móveis,414.750693845074,Mesa
383,Móveis,301.0140600812748,Guarda-roupa
384,Brinquedos,284.41093638248793,Bicicleta
385,Livros,106.9602594831548,Infantil
386,Roupas,254.53220443418505,Vestido
387,Alimentos,294.6225647435345,Arroz
388,Eletrônicos,462.1956207141209,Câmera
389,Alimentos,262.6867548121268,Macarrão
390,Esportes,240.3833031736781,Bola de futebol
391,Alimentos,323.85803604506754,Frango
392,Casa e Jardim,163.70120909785746,Jogo de ferramentas
393,Roupas,194.85085957178364,Camiseta
394,Livros,429.6906909686615,História
395,Livros,320.5431895303251,Biografia
396,Eletrônicos,330.40964112950775,Smartphone
397,Eletrônicos,350.43978503085435,TV
398,Alimentos,253.7629418781948,Carne
399,Alimentos,41.21602400874433,Macarrão
400,Alimentos,203.8779800675985,Feijão
401,Livros,309.6982235304995,Biografia
402,Esportes,418.2990702484098,Tênis de corrida
403,Roupas,31.331564326650103,Camiseta
404,Livros,66.08411918242723,Romance
405,Casa e Jardim,348.0263869526116,Lâmpada
406,Casa e Jardim,195.08931662034868,Cortina
407,Brinquedos,274.97076031920375,Bola
408,Brinquedos,314.76478454166266,Bola
409,Roupas,300.15190719270583,Jaqueta
410,Eletrônicos,231.05951348511655,Smartphone
411,Livros,13.19499186852351,Romance
412,Móveis,341.74113206585287,Guarda-roupa
413,Beleza,52.37118686102197,Condicionador
414,Roupas,187.352968430952,Camiseta
415,Eletrônicos,339.70434184171535,Câmera
416,Casa e Jardim,215.9941766240865,Tapete
417,Esportes,310.5310363131413,Tênis de corrida
418,Brinquedos,321.10758803173934,Boneca
419,Móveis,479.9651970582751,Sofá
420,Eletrônicos,257.7578142332448,Smartphone
421,Livros,368.28883224719806,História
422,Casa e Jardim,352.8778925346804,Jogo de ferramentas
423,Casa e Jardim,141.9586120734217,Tapete
424,Casa e Jardim,412.23081859128473,Vaso de planta
425,Casa e Jardim,103.5711889452155,Jogo de ferramentas
426,Beleza,158.81556653948914,Condicionador
427,Beleza,479.1706932597919,Perfume
428,Alimentos,183.0623820138213,Macarrão
429,Alimentos,255.3532928849026,Arroz
430,Brinquedos,388.4141651581117,Bicicleta
431,Livros,203.19234395202972,Ficção Científica
432,Alimentos,293.3398837272566,Frango
433,Móveis,158.9466971485177,Sofá
434,Esportes,319.3896773732119,Skate
435,Brinquedos,444.1980377074767,Carrinho
436,Móveis,279.86319516230594,Cadeira
437,Livros,471.5786430345821,Romance
438,Beleza,130.93141783759518,Perfume
439,Ferramentas,437.0998381897242,Chave de fenda
440,Eletrônicos,336.61570708200463,Notebook
441,Livros,107.92733375400692,Romance
442,Roupas,420.9338983668156,Camiseta
443,Beleza,96.7924418484107,Condicionador
444,Roupas,368.281851354161,Jaqueta
445,Móveis,459.0229823859991,Mesa
446,Eletrônicos,200.22142671742088,TV
447,Eletrônicos,372.7110622484864,Smartphone
448,Alimentos,273.29767350297305,Feijão
449,Roupas,227.89463653039823,Vestido
450,Roupas,314.0264843686593,Jaqueta
451,Brinquedos,223.16063742629677,Jogo de tabuleiro
452,Livros,27.670625692423823,Ficção Científica
453,Brinquedos,375.1294869488965,Carrinho
454,Livros,232.91570609752412,História
455,Brinquedos,122.4423903883003,Bicicleta
456,Roupas,230.77013447265855,Calça
457,Casa e Jardim,50.93210024391543,Lâmpada
458,Móveis,446.8010725502125,Cadeira
459,Alimentos,185.9609509454067,Feijão
460,Roupas,22.180182810346142,Camiseta
461,Alimentos,75.28483174042982,Carne
462,Móveis,242.5995197513381,Cadeira
463,Alimentos,98.20122224891904,Arroz
464,Eletrônicos,133.03962242212634,Notebook
465,Roupas,202.37344023048556,Vestido
466,Beleza,423.0507776007423,Shampoo
467,Alimentos,70.64904555119233,Frango
468,Casa e Jardim,452.2113508442295,Cortina
469,Beleza,100.07167194812304,Creme hidratante
470,Móveis,407.1550559726825,Guarda-roupa
471,Livros,173.85331851692266,Biografia
472,Casa e Jardim,205.87864931553523,Lâmpada
473,Eletrônicos,284.3043922079939,TV
474,Móveis,499.8210825557225,Guarda-roupa
475,Brinquedos,52.55650114063791,Bicicleta
476,Livros,480.5279029376188,Biografia
477,Casa e Jardim,81.03310889610503,Vaso de planta
478,Ferramentas,337.6100021749267,Chave de fenda
479,Brinquedos,487.34247315183336,Bola
480,Esportes,430.47021651919,Raquete de tênis
481,Casa e Jardim,51.54060130448015,Jogo de ferramentas
482,Casa e Jardim,236.1703127799281,Jogo de ferramentas
483,Roupas,219.5715064315618,Camiseta
484,Casa e Jardim,220.49099204005032,Jogo de ferramentas
485,Brinquedos,388.4519341505945,Bola
486,Beleza,242.9528843670644,Maquiagem
487,Roupas,160.03457264138254,Calça
488,Ferramentas,274.27839047745806,Alicate
489,Brinquedos,22.58563511736348,Boneca
490,Casa e Jardim,26.27840568202093,Lâmpada
491,Brinquedos,25.329301755149796,Boneca
492,Beleza,375.6389971607328,Creme hidratante
493,Esportes,289.0593545313311,Tênis de corrida
494,Casa e Jardim,87.50042795584949,Cortina
495,Esportes,140.56278298056088,Bola de futebol
496,Ferramentas,144.82227906743336,Alicate
497,Esportes,76.20532097381025,Bola de futebol
498,Beleza,188.387325807182,Shampoo
499,Móveis,104.27797375966986,Mesa
500,Esportes,350.2653386050764,Skate
501,Esportes,139.515144038217,Camisa de time
502,Móveis,291.9363295977446,Sofá
503,Eletrônicos,235.72504351239985,TV
504,Esportes,75.30241713538967,Raquete de tênis
505,Livros,165.00431336178403,História
506,Livros,496.5211949556659,Infantil
507,Alimentos,32.29819820506175,Arroz
508,Eletrônicos,112.28456788896445,Smartphone
509,Ferramentas,84.75945087642047,Chave de fenda
510,Ferramentas,274.1377790774958,Furadeira
511,Beleza,51.078040585806974,Creme hidratante
512,Alimentos,33.703949567023905,Carne
513,Brinquedos,181.22365138109032,Boneca
514,Brinquedos,201.6719905056397,Bicicleta
515,Alimentos,227.40555301584115,Carne
516,Ferramentas,22.33155842551317,Martelo
517,Eletrônicos,378.9845744777631,Smartphone
518,Esportes,236.03438190220567,Bola de futebol
519,Eletrônicos,103.38007214425473,Notebook
520,Brinquedos,365.391703059597,Carrinho
521,Eletrônicos,193.9181798619038,TV
522,Livros,121.72677354824022,Biografia
523,Móveis,91.84401287162248,Sofá
524,Brinquedos,39.3913562137964,Jogo de tabuleiro
525,Alimentos,78.0371666106646,Arroz
526,Casa e Jardim,356.7963183943074,Jogo de ferramentas
527,Alimentos,246.65909354556857,Arroz
528,Brinquedos,91.40240082234864,Bicicleta
529,Brinquedos,105.90742495194776,Jogo de tabuleiro
530,Ferramentas,179.8083025346618,Martelo
531,Brinquedos,31.87395593544198,Bicicleta
532,Esportes,211.2101300130344,Raquete de tênis
533,Móveis,82.84161053675818,Cadeira
534,Brinquedos,45.33170693156645,Boneca
535,Móveis,385.5873097754156,Cadeira
536,Brinquedos,457.7355396177124,Bicicleta
537,Beleza,421.64626703516734,Shampoo
538,Beleza,68.78088198438422,Creme hidratante
539,Roupas,431.5394383166464,Vestido
540,Esportes,44.59125063118874,Bola de futebol
541,Móveis,430.210845311002,Mesa
542,Alimentos,481.2995174534407,Frango
543,Roupas,372.2893492760331,Vestido
544,Móveis,228.04911537282663,Mesa
545,Ferramentas,13.279049475185822,Serra
546,Eletrônicos,194.7308337250591,Câmera
547,Móveis,64.81144622355218,Sofá
548,Livros,141.223365333694,Infantil
549,Ferramentas,448.5459269341888,Furadeira
550,Alimentos,306.84690609238874,Macarrão
551,Livros,342.5732405885908,Infantil
552,Eletrônicos,104.76511107632084,Smartphone
553,Beleza,335.0178816733358,Maquiagem
554,Roupas,144.4944993856277,Calça
555,Esportes,464.4610640052832,Raquete de tênis
556,Casa e Jardim,293.65686409281733,Cortina
557,Brinquedos,480.7184699236196,Carrinho
558,Móveis,236.6911532238644,Cadeira
559,Brinquedos,101.54624740135895,Bicicleta
560,Móveis,306.1912431946433,Sofá
561,Esportes,257.2653697024831,Tênis de corrida
562,Eletrônicos,140.3459179069687,Notebook
563,Brinquedos,431.69590933157536,Boneca
564,Esportes,466.7753210187969,Skate
565,Esportes,478.1879705738916,Raquete de tênis
566,Móveis,163.00768867249514,Cama
567,Casa e Jardim,376.2643144754618,Lâmpada
568,Casa e Jardim,68.11066186479624,Cortina
569,Alimentos,120.56420841454069,Carne
570,Eletrônicos,74.70653354624878,TV
571,Livros,123.88250207082385,Biografia
572,Roupas,84.83323165475561,Camiseta
573,Brinquedos,35.33167552692065,Jogo de tabuleiro
574,Casa e Jardim,272.0656039134098,Tapete
575,Casa e Jardim,341.4297005080101,Cortina
576,Esportes,453.4266160129888,Raquete de tênis
577,Livros,441.8343764820414,Ficção Científica
578,Beleza,254.261458925949,Perfume
579,Casa e Jardim,400.842993978652,Lâmpada
580,Eletrônicos,183.7442188597809,Notebook
581,Casa e Jardim,32.19383342975262,Cortina
582,Móveis,224.49862472016687,Cadeira
583,Livros,65.32536304543093,História
584,Roupas,257.9944411640718,Calça
585,Livros,489.920586961702,História
586,Móveis,303.5634124045258,Guarda-roupa
587,Roupas,62.024752475694335,Camiseta
588,Ferramentas,25.595540691002487,Alicate
589,Roupas,52.95150216853023,Sapato
590,Roupas,459.1007973464434,Calça
591,Casa e Jardim,436.5936754196605,Jogo de ferramentas
592,Brinquedos,175.26428883220922,Bicicleta
593,Livros,209.77703861085925,História
594,Roupas,28.200436751600357,Calça
595,Livros,396.537074493199,História
596,Beleza,131.72699728376688,Condicionador
597,Eletrônicos,413.9908404099299,Notebook
598,Ferramentas,55.02446965079477,Furadeira
599,Roupas,56.26083916607031,Jaqueta
600,Móveis,489.5576604179409,Cadeira
601,Móveis,117.64306510101592,Cama
602,Beleza,22.06226444104369,Condicionador
603,Beleza,489.255120850643,Perfume
604,Alimentos,169.56323964495397,Frango
605,Casa e Jardim,437.80775161636166,Lâmpada
606,Alimentos,138.6310943030171,Frango
607,Beleza,390.49198056422415,Maquiagem
608,Livros,379.7727233473055,Infantil
609,Ferramentas,301.52548056015814,Chave de fenda
610,Brinquedos,462.9272451971327,Bola
611,Ferramentas,97.884037626665,Chave de fenda
612,Esportes,300.69914437166534,Raquete de tênis
613,Roupas,431.2731401436206,Sapato
614,Eletrônicos,175.56920720768537,TV
615,Móveis,284.0410471112879,Guarda-roupa
616,Livros,145.55369693140543,Biografia
617,Beleza,432.5154495630221,Perfume
618,Esportes,254.39769645287305,Raquete de tênis
619,Eletrônicos,198.3529761532512,Câmera
620,Beleza,263.4977404326468,Maquiagem
621,Esportes,167.99755615503094,Camisa de time
622,Móveis,293.25499324609484,Sofá
623,Brinquedos,446.2127125731861,Boneca
624,Roupas,452.541725982194,Sapato
625,Livros,77.66553197162129,Biografia
626,Beleza,150.43065334636262,Perfume
627,Alimentos,246.2229849415909,Macarrão
628,Casa e Jardim,482.8692508054832,Lâmpada
629,Esportes,437.30937625317154,Raquete de tênis
630,Móveis,75.47890854292463,Guarda-roupa
631,Esportes,11.862865216386204,Camisa de time
632,Móveis,49.24241358063614,Cadeira
633,Livros,302.6226844811814,Romance
634,Móveis,356.47343301946785,Cama
